id,address_id,customer,contact_name,notes,
309,359,Trade Federation,Tucker Gardner,"shipping conglomerate, Star Wars","(309,359,'Trade Federation','Tucker Gardner','shipping conglomerate, Star Wars'),"
264,6,Sirius Cybernetics Corporation,Aileen Duncan,"androids, R.U.R.","(264,6,'Sirius Cybernetics Corporation','Aileen Duncan','androids, R.U.R.'),"
145,18,Izon,Amara Terrell,"Defense contractor from Best Defense. Shares the name of Dynatechnics lab in Howard the Duck, another film directed by Willard Huyck.","(145,18,'Izon','Amara Terrell','Defense contractor from Best Defense. Shares the name of Dynatechnics lab in Howard the Duck, another film directed by Willard Huyck.'),"
222,43,Package Air,Ayanna Howard,Human Target,"(222,43,'Package Air','Ayanna Howard','Human Target'),"
141,44,Interplanetary Expeditions (IPX),Ayanna Monroe,Exploration contractor specializing in xenoarcheological explorations Babylon 5,"(141,44,'Interplanetary Expeditions (IPX)','Ayanna Monroe','Exploration contractor specializing in xenoarcheological explorations Babylon 5'),"
147,48,Jupiter Mining Corporation,Billy Charles,The family oil company in Dallas,"(147,48,'Jupiter Mining Corporation','Billy Charles','The family oil company in Dallas'),"
130,52,Groovy Smoothie,Brenna Dorsey,"Fastfood restaurant, Spongebob Squarepants","(130,52,'Groovy Smoothie','Brenna Dorsey','Fastfood restaurant, Spongebob Squarepants'),"
82,62,Delos,Carlo Sherman,"a fictional corporation created by Finnish artist and sculptor Alvar Gullichsen. The company produces absurd machines that have no apparent use, and are powered by anchovy oil.[3]","(82,62,'Delos','Carlo Sherman','a fictional corporation created by Finnish artist and sculptor Alvar Gullichsen. The company produces absurd machines that have no apparent use, and are powered by anchovy oil.[3]'),"
9,71,Air Israel,Cindy Gardner,Wings (NBC TV series),"(9,71,'Air Israel','Cindy Gardner','Wings (NBC TV series)'),"
262,74,Simeon,Colten Knight,"A pharmaceutical and technology company, whose Japanese blackspot branch head is the Needless, Adam Arclight, a clone of the Second Christ.","(262,74,'Simeon','Colten Knight','A pharmaceutical and technology company, whose Japanese blackspot branch head is the Needless, Adam Arclight, a clone of the Second Christ.'),"
123,76,Goatberger Publishers,Craig Patrick,Ugly Betty,"(123,76,'Goatberger Publishers','Craig Patrick','Ugly Betty'),"
219,79,OsCorp,Dakota Kelley,Norman Osborns company in the Spider-Man universe.,"(219,79,'OsCorp','Dakota Kelley','Norman Osborns company in the Spider-Man universe.'),"
333,87,Union Aerospace Corporation (UAC),Darien Mercer,"defense/energy/biotech, Doom","(333,87,'Union Aerospace Corporation (UAC)','Darien Mercer','defense/energy/biotech, Doom'),"
310,88,TranCon Airways,Darion Dillon,Saturday Night Live,"(310,88,'TranCon Airways','Darion Dillon','Saturday Night Live'),"
30,89,Benthic Petroleum,Darion Gentry,The Day of the Triffids (renamed European Oils in the 1981 television adaptation),"(30,89,'Benthic Petroleum','Darion Gentry','The Day of the Triffids (renamed European Oils in the 1981 television adaptation)'),"
362,91,World Company,Darwin Decker,Les Guignols de linfo,"(362,91,'World Company','Darwin Decker','Les Guignols de linfo'),"
74,96,Cyrez Corporation,Deon Atkinson,"weapons manufacturer and security systems, Scanners","(74,96,'Cyrez Corporation','Deon Atkinson','weapons manufacturer and security systems, Scanners'),"
213,101,Omni Consumer Products (OCP),Donavan Lewis,"Specializes on consumer products to military weaponry and private space travel, RoboCop films","(213,101,'Omni Consumer Products (OCP)','Donavan Lewis','Specializes on consumer products to military weaponry and private space travel, RoboCop films'),"
98,104,Ellingson Mineral Corporation,Eden Humphrey,Oil truck from Pet Sematary,"(98,104,'Ellingson Mineral Corporation','Eden Humphrey','Oil truck from Pet Sematary'),"
23,105,Arlesdale Railway,Elaina Torres,Get Smart,"(23,105,'Arlesdale Railway','Elaina Torres','Get Smart'),"
59,113,ComTron,Emmy Randolph,Spaceleys Sprockets rival in The Jetsons,"(59,113,'ComTron','Emmy Randolph','Spaceleys Sprockets rival in The Jetsons'),"
269,127,Sodor & Mainland Railway,Gaven Russell,Thomas the Tank Engine,"(269,127,'Sodor & Mainland Railway','Gaven Russell','Thomas the Tank Engine'),"
75,138,Czerka Corporation,Greta Beltran,"Cloverfield, Star Trek","(75,138,'Czerka Corporation','Greta Beltran','Cloverfield, Star Trek'),"
312,144,Trans American Airlines,Hayden Holmes,Hostage Flight,"(312,144,'Trans American Airlines','Hayden Holmes','Hostage Flight'),"
97,153,Eds Love Exchange 635-5789,Ismael Powers,Blues Brothers 2000,"(97,153,'Eds Love Exchange 635-5789','Ismael Powers','Blues Brothers 2000'),"
297,158,The Magic Box,Jameson Jones,department store on All My Children.,"(297,158,'The Magic Box','Jameson Jones','department store on All My Children.'),"
122,201,Globo-Chem,Kenna Goodwin,Mr. Show,"(122,201,'Globo-Chem','Kenna Goodwin','Mr. Show'),"
370,219,Zimms,Lamont Meyers,Baby Boom; What Women Want,"(370,219,'Zimms','Lamont Meyers','Baby Boom; What Women Want'),"
211,224,Office of Scientific Intelligence(OSI),Lesly Leblanc,Ace Combat,"(211,224,'Office of Scientific Intelligence(OSI)','Lesly Leblanc','Ace Combat'),"
91,229,Doublemeat Palace,Logan Barnett,The Dark Tower books,"(91,229,'Doublemeat Palace','Logan Barnett','The Dark Tower books'),"
50,235,Cathedral Software,Lucian Carter,Blade II,"(50,235,'Cathedral Software','Lucian Carter','Blade II'),"
229,254,Pentex,Marley Mosley,Charmed,"(229,254,'Pentex','Marley Mosley','Charmed'),"
273,255,Spaceleys Sprockets,Mathew Fuller,Corporation specialising in planting false memories in the Total Recall movie.,"(273,255,'Spaceleys Sprockets','Mathew Fuller','Corporation specialising in planting false memories in the Total Recall movie.'),"
339,259,Universal Exports,Megan Solomon,"Paper company in Heroes, front for secret organisation","(339,259,'Universal Exports','Megan Solomon','Paper company in Heroes, front for secret organisation'),"
119,260,Global Airways,Melody Arnold,Die Hard 2,"(119,260,'Global Airways','Melody Arnold','Die Hard 2'),"
260,264,Sienar Fleet Systems,Micah Wiggins,"manufacturer of the ND-001 Nadesico battleship, Martian Successor Nadesico","(260,264,'Sienar Fleet Systems','Micah Wiggins','manufacturer of the ND-001 Nadesico battleship, Martian Successor Nadesico'),"
237,277,Quake,Nelson Mclean,a restaurant on iCarly,"(237,277,'Quake','Nelson Mclean','a restaurant on iCarly'),"
28,278,Bad Wolf Corporation,Neveah Duncan,"owners of the GameStation (formerly Satellite 5), Doctor Who episodes ""Bad Wolf"" and ""The Parting of the Ways""","(28,278,'Bad Wolf Corporation','Neveah Duncan','owners of the GameStation (formerly Satellite 5), Doctor Who episodes ""Bad Wolf"" and ""The Parting of the Ways""'),"
208,283,Northeast Airlines (NEA),Oliver Macias,F is for Family,"(208,283,'Northeast Airlines (NEA)','Oliver Macias','F is for Family'),"
176,285,Metacortex,Omari Gardner,a private company run by Liam Dempsey Sr. responsible for AI R&D culminating with the creation of  which culminated with the creation of the Rehoboam AI quantum computer,"(176,285,'Metacortex','Omari Gardner','a private company run by Liam Dempsey Sr. responsible for AI R&D culminating with the creation of  which culminated with the creation of the Rehoboam AI quantum computer'),"
61,286,"Conglomerated Amalgamated (""ConAm"")",Orlando Young,Outland [disambiguation needed] Mining corporation with several mines across the solar system moon [disambiguation needed] (where the movie takes place) & (planet are specifically mentioned),"(61,286,'Conglomerated Amalgamated (""ConAm"")','Orlando Young','Outland [disambiguation needed] Mining corporation with several mines across the solar system moon [disambiguation needed] (where the movie takes place) & (planet are specifically mentioned)'),"
104,297,Fairview U Move,Princess Todd,Clarence,"(104,297,'Fairview U Move','Princess Todd','Clarence'),"
363,303,World Securities Corporation,Rebecca Crane,"The company Jason Bourne used to work for, tried to be reformed as Blackbriar","(363,303,'World Securities Corporation','Rebecca Crane','The company Jason Bourne used to work for, tried to be reformed as Blackbriar'),"
274,313,Spacely Space Sprockets,Rocco Baldwin,"Boutique soap manufacturer, Fight Club.","(274,313,'Spacely Space Sprockets','Rocco Baldwin','Boutique soap manufacturer, Fight Club.'),"
332,329,Union Aerospace Corporation (UAC),Santino Evans,Doom series of video games by id Software,"(332,329,'Union Aerospace Corporation (UAC)','Santino Evans','Doom series of video games by id Software'),"
221,342,Pacific National Airlines,Summer Gordon,"Lost, Executive Decision     and others.","(221,342,'Pacific National Airlines','Summer Gordon','Lost, Executive Decision     and others.'),"
338,346,Universal Containers,Tania Meadows,American Truck Simulator,"(338,346,'Universal Containers','Tania Meadows','American Truck Simulator'),"
207,347,NorthAm Robotics,Tanner Bolton,"Small Wonder, syndicated sci-fi sitcom which aired from 1985 to 1989.","(207,347,'NorthAm Robotics','Tanner Bolton','Small Wonder, syndicated sci-fi sitcom which aired from 1985 to 1989.'),"
360,351,Willies Stripster *Exotic Dancing Club* 555-0192,Terrance Mayo,Blues Brothers 2000,"(360,351,'Willies Stripster *Exotic Dancing Club* 555-0192','Terrance Mayo','Blues Brothers 2000'),"
241,358,Queen Industries,Tristen Bowen,Mumford,"(241,358,'Queen Industries','Tristen Bowen','Mumford'),"
303,365,The Very Big Corporation of America,Violet Kramer,The Crimson Permanent Assurance,"(303,365,'The Very Big Corporation of America','Violet Kramer','The Crimson Permanent Assurance'),"
217,366,ORINCO,Walker Warner,The company featured in James Camerons 2009 film Avatar.,"(217,366,'ORINCO','Walker Warner','The company featured in James Camerons 2009 film Avatar.'),"
21,4,ARCAM Corporation,Ahmad Deleon,Spriggan,"(21,4,'ARCAM Corporation','Ahmad Deleon','Spriggan'),"
157,14,Liberty City Transport Authority,Alissa Riggs,Atlas Shrugged,"(157,14,'Liberty City Transport Authority','Alissa Riggs','Atlas Shrugged'),"
16,28,Amalgamated Durables,Angie Taylor,"Plastic goods manufacturer, The Big Business Lark.","(16,28,'Amalgamated Durables','Angie Taylor','Plastic goods manufacturer, The Big Business Lark.'),"
131,31,Haltmann Works Company,Annie Nelson,"private technological research and development firm, Mystery Science Theater 3000","(131,31,'Haltmann Works Company','Annie Nelson','private technological research and development firm, Mystery Science Theater 3000'),"
240,33,Queen Industries,Arturo Giles,a secret intelligence branch of the American government featured in The Six Million Dollar Man,"(240,33,'Queen Industries','Arturo Giles','a secret intelligence branch of the American government featured in The Six Million Dollar Man'),"
165,39,Massive Dynamic,Averie Perry,Fringe (TV series),"(165,39,'Massive Dynamic','Averie Perry','Fringe (TV series)'),"
184,40,Momcorp,Ayaan Butler,Futurama,"(184,40,'Momcorp','Ayaan Butler','Futurama'),"
276,45,Stark Industries,Aydin Sexton,Leading developer of plasmids and weapons in Bioshock 2,"(276,45,'Stark Industries','Aydin Sexton','Leading developer of plasmids and weapons in Bioshock 2'),"
115,46,GenTek,Ben Robinson,Prototype and Prototype 2,"(115,46,'GenTek','Ben Robinson','Prototype and Prototype 2'),"
73,50,Cymvetica Industries,Braydon Wise,"Washing machine manufacturer, Spitting Image.","(73,50,'Cymvetica Industries','Braydon Wise','Washing machine manufacturer, Spitting Image.'),"
366,55,Yarmy International Airlines,Bryan Hughes,Die Hard 2,"(366,55,'Yarmy International Airlines','Bryan Hughes','Die Hard 2'),"
291,73,The Crab Shack,Collin Floyd,restaurant where Joanna (Jennifer Aniston) worked in Office Space,"(291,73,'The Crab Shack','Collin Floyd','restaurant where Joanna (Jennifer Aniston) worked in Office Space'),"
319,75,Tricell,Cory Skinner,Resident Evil,"(319,75,'Tricell','Cory Skinner','Resident Evil'),"
148,80,Kaiba Corporation,Dalia Booker,"Arenas for the game ""Duel Monsters"" and later the Duel Disc, after Seto Kaiba became president, Yu-Gi-Oh!","(148,80,'Kaiba Corporation','Dalia Booker','Arenas for the game ""Duel Monsters"" and later the Duel Disc, after Seto Kaiba became president, Yu-Gi-Oh!'),"
198,85,North Central Positronics,Dangelo Snow,"owner of Kwik-E-Mart, The Simpsons","(198,85,'North Central Positronics','Dangelo Snow','owner of Kwik-E-Mart, The Simpsons'),"
189,102,Mr.Smoothie,Donte Carter,Star Trek: Deep Space Nine,"(189,102,'Mr.Smoothie','Donte Carter','Star Trek: Deep Space Nine'),"
352,106,Ware-Armitage Manufacturing Co.,Elaine Gould,"toys, Happy Fun Ball.","(352,106,'Ware-Armitage Manufacturing Co.','Elaine Gould','toys, Happy Fun Ball.'),"
311,108,Trans Allied Airlines,Elisa Werner,Mayday at 40.000 Feet!,"(311,108,'Trans Allied Airlines','Elisa Werner','Mayday at 40.000 Feet!'),"
372,123,Zorg Industries,Gael Robbins,"Thomas Pynchons The Crying of Lot 49, and later also appears in Buckaroo Banzai","(372,123,'Zorg Industries','Gael Robbins','Thomas Pynchons The Crying of Lot 49, and later also appears in Buckaroo Banzai'),"
232,125,Powell Motors,Gage Simmons,"bicycle manufacturers, from Full Throttle adventure game.","(232,125,'Powell Motors','Gage Simmons','bicycle manufacturers, from Full Throttle adventure game.'),"
261,134,Silph Co.,Gracie Foley,A company featured in Tim and Eric creations specializing in a variety of useless products.,"(261,134,'Silph Co.','Gracie Foley','A company featured in Tim and Eric creations specializing in a variety of useless products.'),"
167,135,McCandless Communications Corporation,Gracie Wiley,Freejack,"(167,135,'McCandless Communications Corporation','Gracie Wiley','Freejack'),"
36,142,Black Mesa Research Facility,Harold Cline,"Makes shower curtains and develops portal technology, Portal","(36,142,'Black Mesa Research Facility','Harold Cline','Makes shower curtains and develops portal technology, Portal'),"
54,143,Chotchkies,Harper Green,cafe frequented by Frasier Crane and his friends and family,"(54,143,'Chotchkies','Harper Green','cafe frequented by Frasier Crane and his friends and family'),"
195,146,Network 23,Heidy Cooper,The network from the TV series Max Headroom,"(195,146,'Network 23','Heidy Cooper','The network from the TV series Max Headroom'),"
250,148,Rovers Return Inn,Hugo Skinner,Desperate Housewives.,"(250,148,'Rovers Return Inn','Hugo Skinner','Desperate Housewives.'),"
100,156,Energy Corporation,Jamar Lester,"also Luxury Corporation, Transport Corporation, Housing Corporation, Food Corporation, Rollerball (1975)","(100,156,'Energy Corporation','Jamar Lester','also Luxury Corporation, Transport Corporation, Housing Corporation, Food Corporation, Rollerball (1975)'),"
31,161,Bettabuys,Janessa Ross,"auto manufacturers, The Simpsons","(31,161,'Bettabuys','Janessa Ross','auto manufacturers, The Simpsons'),"
116,168,Get a Move On Removals,Jenna Miller,Multinational corporation from White Wolf Studios Werewolf: the Apocalypse Role-playing Game.,"(116,168,'Get a Move On Removals','Jenna Miller','Multinational corporation from White Wolf Studios Werewolf: the Apocalypse Role-playing Game.'),"
149,173,Khumalo,Jewel Duarte,biotech corporation in the Takeshi Kovacs novels.,"(149,173,'Khumalo','Jewel Duarte','biotech corporation in the Takeshi Kovacs novels.'),"
268,175,Soar Airlines,Johnny Klein,Wings (NBC TV series),"(268,175,'Soar Airlines','Johnny Klein','Wings (NBC TV series)'),"
62,178,Conglom-O,Joslyn Miles,Rockos Modern Life,"(62,178,'Conglom-O','Joslyn Miles','Rockos Modern Life'),"
121,182,Global Dynamics,Julia Lucero,"Eureka, Warehouse 13","(121,182,'Global Dynamics','Julia Lucero','Eureka, Warehouse 13'),"
279,184,Strickland Propane,Julius Smith,King of the Hill,"(279,184,'Strickland Propane','Julius Smith','King of the Hill'),"
171,188,Medical Mechanica,Kaelyn Stout,FLCL,"(171,188,'Medical Mechanica','Kaelyn Stout','FLCL'),"
126,190,Grand Trunk Semaphore Company,Kaitlin Dean,Discworld,"(126,190,'Grand Trunk Semaphore Company','Kaitlin Dean','Discworld'),"
239,193,Quarks Bar & Holding Co.,Kareem Eaton,Restaurant in Charmed,"(239,193,'Quarks Bar & Holding Co.','Kareem Eaton','Restaurant in Charmed'),"
187,195,"Monsters, Incorporated",Karley Foley,"Monsters, Inc.","(187,195,'Monsters, Incorporated','Karley Foley','Monsters, Inc.'),"
11,197,Ajax,Karsyn Kelly,"appears in many works of fiction, most notably in Road Runner cartoons and other Looney Tunes as a manufacturing company","(11,197,'Ajax','Karsyn Kelly','appears in many works of fiction, most notably in Road Runner cartoons and other Looney Tunes as a manufacturing company'),"
186,199,Monarch,Kaya Dickson,Is a major scientific organization created by Legendary Pictures that plays a substantial role in the MonsterVerse.,"(186,199,'Monarch','Kaya Dickson','Is a major scientific organization created by Legendary Pictures that plays a substantial role in the MonsterVerse.'),"
209,203,Northern & Southern Railway,Kenzie Nixon,Thomas the Tank Engine,"(209,203,'Northern & Southern Railway','Kenzie Nixon','Thomas the Tank Engine'),"
361,204,Windsor Air,Keyla Barron,Not the Nine OClock News,"(361,204,'Windsor Air','Keyla Barron','Not the Nine OClock News'),"
169,214,McMahon and Tate,Kyan Gardner,"former employer of Roseanne Conner, features in Roseanne","(169,214,'McMahon and Tate','Kyan Gardner','former employer of Roseanne Conner, features in Roseanne'),"
351,220,Wallaby Airlines,Laney Medina,Final Destination,"(351,220,'Wallaby Airlines','Laney Medina','Final Destination'),"
180,225,Milliways,Lila Clayton,Alice,"(180,225,'Milliways','Lila Clayton','Alice'),"
46,232,Café Nervosa,Lorelai Rush,"fast food restaurant referenced in Pulp Fiction, From Dusk till Dawn, Reservoir Dogs","(46,232,'Café Nervosa','Lorelai Rush','fast food restaurant referenced in Pulp Fiction, From Dusk till Dawn, Reservoir Dogs'),"
306,234,Tip Top Construction,Lucas Bowers,Nobodys Fool,"(306,234,'Tip Top Construction','Lucas Bowers','Nobodys Fool'),"
347,239,Very Good Building Company,Madeline Ray,Ron Swansons construction company,"(347,239,'Very Good Building Company','Madeline Ray','Ron Swansons construction company'),"
113,241,Garaks,Madilyn Mack,"antique shop, Friday the 13th: the Series","(113,241,'Garaks','Madilyn Mack','antique shop, Friday the 13th: the Series'),"
18,250,Anaheim Electronics,Marie Dodson,Domestic Disturbance,"(18,250,'Anaheim Electronics','Marie Dodson','Domestic Disturbance'),"
52,261,Central Perk,Melvin Lloyd,Pushing Daisies,"(52,261,'Central Perk','Melvin Lloyd','Pushing Daisies'),"
108,273,Four Aces Dry Wall,Moses Cannon,Roseanne,"(108,273,'Four Aces Dry Wall','Moses Cannon','Roseanne'),"
65,279,Corley Motors,Nikolas Choi,"alien front, The Adventures of Buckaroo Banzai Across the 8th Dimension, starship production yard on later Star Trek series and movies (though only as an in-joke).","(65,279,'Corley Motors','Nikolas Choi','alien front, The Adventures of Buckaroo Banzai Across the 8th Dimension, starship production yard on later Star Trek series and movies (though only as an in-joke).'),"
64,289,Contoso and Fabrikam,Patience Orr,Technology startup where secrets were being smuggled Knight Rider pilot,"(64,289,'Contoso and Fabrikam','Patience Orr','Technology startup where secrets were being smuggled Knight Rider pilot'),"
346,291,VersaLife Corporation,Paula Cannon,Deus Ex and Deus Ex: Invisible War,"(346,291,'VersaLife Corporation','Paula Cannon','Deus Ex and Deus Ex: Invisible War'),"
173,300,Megadodo Publications,Randy Walton,Ugly Betty,"(173,300,'Megadodo Publications','Randy Walton','Ugly Betty'),"
233,306,Prescott Pharmaceuticals,Reina Mercer,The Colbert Report,"(233,306,'Prescott Pharmaceuticals','Reina Mercer','The Colbert Report'),"
172,315,Mega Lo Mart,Roselyn Wong,"convenience store, The Simpsons (in July 2007, in a promotional tie-in with the Simpsons movie, the 7-Eleven chain temporarily converted twelve stores into Kwik-E-Mart stores).","(172,315,'Mega Lo Mart','Roselyn Wong','convenience store, The Simpsons (in July 2007, in a promotional tie-in with the Simpsons movie, the 7-Eleven chain temporarily converted twelve stores into Kwik-E-Mart stores).'),"
101,321,Enstein Industrial Bionics,Rylie Porter,"capsules, robots and spaceships manufacturer in Dragon Ball","(101,321,'Enstein Industrial Bionics','Rylie Porter','capsules, robots and spaceships manufacturer in Dragon Ball'),"
38,327,Blue Sun Corporation,Saniyah Bass,Firefly,"(38,327,'Blue Sun Corporation','Saniyah Bass','Firefly'),"
168,334,McDowells,Shayla Cantu,restaurant owned and operated by Roseanne Conner & Jackie Harris,"(168,334,'McDowells','Shayla Cantu','restaurant owned and operated by Roseanne Conner & Jackie Harris'),"
92,335,Dragonfire Films,Siena Baxter,film production company from the FOX series Action,"(92,335,'Dragonfire Films','Siena Baxter','film production company from the FOX series Action'),"
298,336,The No. 1 Ladies Detective Agency,Skyla Golden,created by Douglas Adams,"(298,336,'The No. 1 Ladies Detective Agency','Skyla Golden','created by Douglas Adams'),"
335,338,United Delivery Services,Sophie Floyd,Midnight Club 3: Dub Edition,"(335,338,'United Delivery Services','Sophie Floyd','Midnight Club 3: Dub Edition'),"
94,340,"Dynatechnics, Inc.",Steven Chase,"Perfect Dark -- not to be confused with DataDyne.org, a not-for-profit developer of mobile software for public health and international development.","(94,340,'Dynatechnics, Inc.','Steven Chase','Perfect Dark -- not to be confused with DataDyne.org, a not-for-profit developer of mobile software for public health and international development.'),"
246,341,Rodbells Department Store,Summer Gates,magical joke shop in Harry Potter,"(246,341,'Rodbells Department Store','Summer Gates','magical joke shop in Harry Potter'),"
66,356,Crudgington Brewery,Tripp Baxter,Coronation Street,"(66,356,'Crudgington Brewery','Tripp Baxter','Coronation Street'),"
45,357,Buy n Large Corporation (BuynLarge),Tripp Dalton,Pixar animated film WALL-E,"(45,357,'Buy n Large Corporation (BuynLarge)','Tripp Dalton','Pixar animated film WALL-E'),"
270,360,Southern Railway of Northern Ireland,Tyson Farmer,Thomas the Tank Engine,"(270,360,'Southern Railway of Northern Ireland','Tyson Farmer','Thomas the Tank Engine'),"
286,361,Tagruato,Tyson Wilson,"The Abyss, cameos in Terminator 2: Judgment Day and Twister.","(286,361,'Tagruato','Tyson Wilson','The Abyss, cameos in Terminator 2: Judgment Day and Twister.'),"
106,364,Federation World Airlines (FWA),Victor Petty,Airport 1975,"(106,364,'Federation World Airlines (FWA)','Victor Petty','Airport 1975'),"
248,368,Rossum Corporation,Ximena Tyler,Dollhouse,"(248,368,'Rossum Corporation','Ximena Tyler','Dollhouse'),"
110,369,Frogricks,Zackery Pham,"tailors shop, Star Trek: Deep Space Nine","(110,369,'Frogricks','Zackery Pham','tailors shop, Star Trek: Deep Space Nine'),"
72,1,Cym Labs,Abram Bowen,from The People series,"(72,1,'Cym Labs','Abram Bowen','from The People series'),"
49,16,Capsule Corporation,Alvin Baker,eventual creator of SkyNet; The Terminator.,"(49,16,'Capsule Corporation','Alvin Baker','eventual creator of SkyNet; The Terminator.'),"
299,19,"The Pie Hole, pie shop",Amari Craig,coffee shop of Rodbells Department store; Roseanne Conner was an employee,"(299,19,'The Pie Hole, pie shop','Amari Craig','coffee shop of Rodbells Department store; Roseanne Conner was an employee'),"
280,26,Stromboli Airlines,Angelo West,Microsoft     Flight Simulator,"(280,26,'Stromboli Airlines','Angelo West','Microsoft     Flight Simulator'),"
331,41,Union Aerospace Corporation (UAC),Ayana Bauer,institute founded by Queen Victoria to defend the United Kingdom from aliens in Doctor Who,"(331,41,'Union Aerospace Corporation (UAC)','Ayana Bauer','institute founded by Queen Victoria to defend the United Kingdom from aliens in Doctor Who'),"
283,42,SunWest Airlines,Ayana Gross,Stewardess School,"(283,42,'SunWest Airlines','Ayana Gross','Stewardess School'),"
322,49,Tyrell Corporation,Bobby Cross,The Hitchhikers Guide to the Galaxy,"(322,49,'Tyrell Corporation','Bobby Cross','The Hitchhikers Guide to the Galaxy'),"
79,60,dataDyne,Carley Chen,Eraser,"(79,60,'dataDyne','Carley Chen','Eraser'),"
193,66,Nakatomi Corporation,Chace Brady,Die Hard,"(193,66,'Nakatomi Corporation','Chace Brady','Die Hard'),"
216,67,Orange Orange,Chana Barry,fast food restaurant,"(216,67,'Orange Orange','Chana Barry','fast food restaurant'),"
118,78,Gizmonic Institute,Cullen Love,"videogame and software manufacturer, Tron series","(118,78,'Gizmonic Institute','Cullen Love','videogame and software manufacturer, Tron series'),"
47,82,Caliban Industries,Dane Keller,Office Space,"(47,82,'Caliban Industries','Dane Keller','Office Space'),"
185,86,Moms Friendly Robot Company,Danny Potts,"robots, Frank Enstein","(185,86,'Moms Friendly Robot Company','Danny Potts','robots, Frank Enstein'),"
344,107,Veidt,Elias Mckay,"bathroom fittings, Carry On at Your Convenience.","(344,107,'Veidt','Elias Mckay','bathroom fittings, Carry On at Your Convenience.'),"
129,109,Grim Reaper Airways,Elle Reilly,Skyjacked,"(129,109,'Grim Reaper Airways','Elle Reilly','Skyjacked'),"
40,115,Bluth Company,Essence Liu,"property development, Arrested Development","(40,115,'Bluth Company','Essence Liu','property development, Arrested Development'),"
179,149,Midnight Express,Irene Hurst,American Truck Simulator,"(179,149,'Midnight Express','Irene Hurst','American Truck Simulator'),"
288,150,Teldar Paper,Irvin Parks,The Town Newspaper from Batman,"(288,150,'Teldar Paper','Irvin Parks','The Town Newspaper from Batman'),"
206,152,North Western Railway,Isaias Rich,Thomas the Tank Engine,"(206,152,'North Western Railway','Isaias Rich','Thomas the Tank Engine'),"
350,159,Wacky Products Incorporated,Jamie Glenn,Sprocket manufacturer The Jetsons.,"(350,159,'Wacky Products Incorporated','Jamie Glenn','Sprocket manufacturer The Jetsons.'),"
354,162,Waste Disposal,Janet Poole,Midnight Club 3: Dub Edition,"(354,162,'Waste Disposal','Janet Poole','Midnight Club 3: Dub Edition'),"
17,165,American Travelways Airways (ATW),Jayda Braun,The Rescuers,"(17,165,'American Travelways Airways (ATW)','Jayda Braun','The Rescuers'),"
368,174,Yoyodyne Propulsion Systems,Joel Benson,(eXtra-terrestrial COMbat unit) Company charged with the defense of earth against alien invasion in Microproses X-Com series of computer games,"(368,174,'Yoyodyne Propulsion Systems','Joel Benson','(eXtra-terrestrial COMbat unit) Company charged with the defense of earth against alien invasion in Microproses X-Com series of computer games'),"
230,205,Peterson Advertising,Kianna Mata,Desperate Housewives,"(230,205,'Peterson Advertising','Kianna Mata','Desperate Housewives'),"
258,215,Shinra Electric Power Company,Kyla Barton,"a ruthless mega-corporation which controls most of the world, Final Fantasy VII","(258,215,'Shinra Electric Power Company','Kyla Barton','a ruthless mega-corporation which controls most of the world, Final Fantasy VII'),"
373,216,Zorin Industries,Kyla Jarvis,Resident Evil movies and video games,"(373,216,'Zorin Industries','Kyla Jarvis','Resident Evil movies and video games'),"
205,217,North Osea Gründer Industries,Kylee Walsh,The Dark Tower books,"(205,217,'North Osea Gründer Industries','Kylee Walsh','The Dark Tower books'),"
32,237,Biffco,Luz Woodard,Owned by Biff in alternate timeline including nuclear power plant and toxic waste disposal,"(32,237,'Biffco','Luz Woodard','Owned by Biff in alternate timeline including nuclear power plant and toxic waste disposal'),"
292,242,The Drunken Clam,Maggie Wade,"Place that Ben Tennyson, Gwen Tennyson, and Kevin Levin hang out and drink fruit smoothies at (Ben 10: Alien Force)","(292,242,'The Drunken Clam','Maggie Wade','Place that Ben Tennyson, Gwen Tennyson, and Kevin Levin hang out and drink fruit smoothies at (Ben 10: Alien Force)'),"
77,243,Daily Bugle,Maia Hayden,Hackers,"(77,243,'Daily Bugle','Maia Hayden','Hackers'),"
238,257,Quantum Airlines,Maxim Olsen,Miracle Landing,"(238,257,'Quantum Airlines','Maxim Olsen','Miracle Landing'),"
70,282,Cyberdyne Systems Corporation,Nylah Kelly,Fictional company names used as examples by Microsoft,"(70,282,'Cyberdyne Systems Corporation','Nylah Kelly','Fictional company names used as examples by Microsoft'),"
112,288,Gadgetron     Corporation,Owen Barnes,a large intergalactic mega corporation from the Ratchet & Clank     series.,"(112,288,'Gadgetron     Corporation','Owen Barnes','a large intergalactic mega corporation from the Ratchet & Clank     series.'),"
86,302,Digivation Industries,Rayan Gates,competitor of Veridian Dynamics in Better Off Ted,"(86,302,'Digivation Industries','Rayan Gates','competitor of Veridian Dynamics in Better Off Ted'),"
68,305,Curious Goods,Reid Cooley,consumer electronics retail chain,"(68,305,'Curious Goods','Reid Cooley','consumer electronics retail chain'),"
12,320,Ajira Airways,Rylee Simon,Ace Combat 04: Shattered Skies,"(12,320,'Ajira Airways','Rylee Simon','Ace Combat 04: Shattered Skies'),"
227,323,Parrish Communications,Salma Henry,Meet Joe Black,"(227,323,'Parrish Communications','Salma Henry','Meet Joe Black'),"
